11977,0
11980,0
11982,0
11986,0
11992,2
11994,3
11995,0
11996,0
11997,1
12003,0
12007,0
12012,1
12016,0
12018,3
12028,3
12039,3
12054,3
12055,2
12068,3
12078,3
12079,3
12087,2
12094,0
12103,3
12108,2
12119,1
12124,1
12127,3
12129,1
12131,2
12132,3
12134,3
12141,2
12147,3
12149,2
12155,3
12156,0
12171,1
12173,0
12174,1
12175,1
12177,1
12184,0
12185,2
12187,2
12190,1
12191,0
12195,1
12197,0
12206,0
12207,1
12211,2
12214,1
12217,0
12222,2
12223,0
12228,2
12232,3
12235,2
12244,1
12245,1
12250,1
12252,2
12253,1
12255,1
12263,3
12264,0
12265,0
12266,0
12268,1
12278,0
12280,0
12294,2
12297,2
12307,2
12314,3
12315,2
12320,2
12321,1
12323,0
12324,3
12332,3
12335,1
12339,0
12343,1
12348,2
12363,1
12365,1
12370,2
12375,1
12388,3
12389,0
12390,2
12391,0
12392,3
12394,3
12397,0
12402,0
12412,1
12436,3
12441,0
12448,0
12451,0
12455,1
12478,0
12484,3
12492,1
12494,1
12511,1
12519,1
12523,0
12544,0
12549,1
12553,0
12559,1
12571,2
12574,2
12576,3
12583,2
12587,3
12591,2
12598,3
12599,2
12610,1
12615,1
12621,2
12622,3
12633,2
12635,2
12638,2
12641,2
12649,1
12652,1
12653,2
12663,2
12671,2
12676,2
12704,1
12705,2
12708,1
12709,1
12719,1
12720,2
12721,1
12728,1
12737,2
12743,2
12745,2
12748,2
12755,2
12758,0
12769,1
12771,2
12772,2
12773,2
12774,3
12779,1
12782,2
12784,2
12785,2
12807,1
12815,1
12819,0
12822,1
12831,1
12841,1
12844,1
12847,1
12851,1
12853,1
12854,2
12855,1
12857,2
12866,2
12868,2
12869,3
12870,3
12878,1
12882,2
12883,2
12884,0
12888,1
12889,0
12891,0
12892,0
12896,0
12898,0
12899,1
12902,1
12915,0
12916,2
12917,0
12932,1
12934,3
12944,2
12945,0
12947,3
12951,0
12953,0
12954,0
12955,3
12956,3
12965,2
12982,0
12983,2
12992,0
13002,1
13003,1
13008,3
13016,2
13024,2
13029,0
13032,1
13034,0
13044,3
13046,3
13052,3
13055,2
13061,0
13072,2
13076,0
13077,2
13087,2
13105,1
13109,1
13111,2
13115,3
13117,3
13121,1
13125,3
13127,0
13139,0
13151,3
13158,0
13176,1
13182,1
13184,0
13192,3
13194,1
13195,3
13196,1
13198,0
13200,1
13203,2
13204,0
13211,1
13219,3
13221,2
13226,3
13230,0
13232,0
13241,1
13244,0
13246,3
13255,2
13256,0
13259,3
13264,0
13277,0
13282,1
13290,0
13292,3
13295,2
13296,0
13297,3
13303,0
13307,2
13341,1
13342,0
13344,1
13347,0
13348,1
13360,0
13361,3
13367,0
13369,1
13377,0
13381,2
13388,1
13389,3
13397,2
13398,1
13415,2
13418,2
13422,0
13424,2
13433,0
13434,1
13450,3
13459,0
13461,1
13463,3
13464,2
13467,1
13476,0
13484,1
13485,0
13486,0
13487,0
13490,1
13493,3
13495,0
13501,2
13502,0
13504,1
13505,3
13507,2
13520,1
13525,3
13535,2
13536,2
13537,3
13540,3
13541,0
13543,1
13546,3
13555,3
13564,2
13574,2
13577,0
13579,1
13587,3
13599,2
13619,3
13629,3
13630,3
13655,2
13667,3
13674,2
13676,2
13682,3
13685,3
13689,2
13693,2
13700,3
13704,2
13710,1
13714,2
13715,2
13731,2
13736,3
13756,2
13763,3
13767,1
13768,1
13770,1
13771,2
13772,3
13781,3
13785,3
13788,3
13791,3
13795,0
13796,0
13806,2
13809,2
13826,2
13827,3
13829,1
13830,0
13832,1
13841,3
13851,0
13862,1
13863,2
13865,3
13871,0
13873,0
13881,3
13884,2
13890,3
13891,0
13894,1
13898,2
13899,3
13930,0
13931,0
13933,0
13934,2
13936,3
13942,1
13947,3
13949,2
13958,2
13964,1
13970,0
13983,1
13984,2
13987,2
14004,2
14006,1
14013,2
14024,3
14025,0
14027,0
14028,2
14044,3
14046,2
14050,2
14054,1
14057,0
14062,2
14081,1
14082,0
14088,1
14091,3
14092,0
14098,0
14100,0
14102,1
14107,0
14108,0
14109,1
14112,0
14113,1
14119,2
14120,1
14122,0
14125,1
14130,1
14131,1
14150,1
14167,2
14182,2
14193,0
14197,2
14218,2
14222,1
14229,2
14231,1
14234,1
14236,2
14237,1
14252,0
14254,0
14255,2
14256,1
14259,1
14262,0
14268,2
14270,3
14273,2
14275,1
14282,2
14283,3
14288,1
14295,2
14303,0
14306,1
14307,0
14314,0
14320,2
14321,0
14332,3
14371,3
14397,2
14400,3
14412,3
14424,3
14430,3
14435,3
14447,3
14457,0
14467,3
14468,1
14470,1
14474,1
14475,2
14477,2
14485,1
14487,0
14488,1
14489,0
14492,0
14493,2
14512,0
14520,1
14524,0
14530,2
14533,2
14534,1
14539,1
14542,2
14543,1
14551,2
14553,2
14557,3
14559,2
14565,2
14570,0
14572,2
14574,0
14576,0
14577,2
14582,1
14588,0
14601,3
14617,3
14618,2
14627,1
14628,2
14630,2
14633,0
14635,0
14646,3
14648,1
14656,2
14670,3
14672,2
14674,0
14679,0
14683,0
14685,0
14689,0
14691,3
14695,3
14696,0
14698,0
14704,0
14706,3
14709,0
14711,0
14712,2
14716,0
14718,1
14730,0
14736,2
14738,1
14744,3
14745,1
14747,0
14750,3
14751,3
14761,0
14769,3
14771,0
14778,3
14783,0
14785,3
14792,3
14794,0
14797,1
14802,1
14804,1
14805,1
14812,3
14814,0
14816,2
14819,1
14828,0
14831,0
14842,0
14843,0
14853,2
14855,2
14856,1
14863,2
14869,0
14871,2
14875,1
14877,1
14880,2
14893,0
14895,1
14897,2
14898,2
14905,0
14908,0
14919,1
14922,3
14938,3
14942,1
14943,1
14944,3
14945,1
14952,0
14955,0
14960,0
14965,3
14972,3
14986,0
14987,2
14992,1
14993,2
14996,2
15008,1
15010,3
15011,2
15012,2
15016,0
15020,3
15023,0
15024,0
15027,0
15030,3
15041,0
15043,2
15045,2
15048,1
15049,1
15051,1
15054,3
15057,2
15061,2
15063,3
15069,3
15070,0
15074,1
15085,1
15086,2
15090,3
15091,2
15093,3
15096,0
15108,3
15124,1
15138,1
15153,1
15154,2
15160,2
15163,3
15167,1
15171,3
15177,2
15203,3
15215,0
15231,2
15232,3
15235,3
15236,2
15245,1
15248,2
15249,0
15250,2
15257,1
15273,3
15275,3
15278,2
15282,1
15293,1
15295,0
15304,0
15310,3
15323,0
15325,2
15339,2
15344,3
15356,0
15370,0
15374,1
15376,0
15380,0
15381,1
15385,2
15389,0
15401,1
15406,1
15411,0
15412,0
15422,3
15427,2
15433,3
15440,3
15446,2
15447,2
15448,2
15454,1
15458,3
15472,2
15478,1
15481,2
15497,1
15502,1
15504,2
15511,3
15525,3
15532,2
15534,3
15539,3
15546,3
15548,3
15550,3
15554,1
15569,1
15570,1
15579,1
15581,1
15582,1
15599,2
15601,2
15607,0
15618,2
15624,0
15626,0
15628,1
15634,3
15650,3
15656,2
15700,2
15706,3
15707,2
15708,2
15709,1
15713,3
15721,1
15725,2
15731,2
15741,0
15754,2
15774,3
15785,1
15793,2
15794,1
15798,1
15825,2
15838,3
15841,1
15842,3
15843,2
15847,3
15853,2
15855,1
15856,2
15861,1
15862,1
15879,3
15881,3
15882,3
15885,2
15887,1
15897,1
15919,0
15930,3
15934,2
15939,3
15971,3
15973,3
15982,3
15991,1
16091,1
16101,0
16133,0
16218,0
16311,2
16336,3
16339,2
16340,2
16345,2
16346,2
16353,2
16363,3
16390,1
16428,1
16429,2
16441,3
16454,3
16463,3
16479,2
16498,2
16515,3
16520,3
16527,3
16540,2
16543,3
16553,3
16567,1
16581,2
16584,2
16588,2
16603,2
16634,3
16643,3
16647,1
16651,3
16654,3
16665,3
16668,3
16680,3
16681,3
16682,3
16696,3
16698,3
16704,3
16709,3
16710,3
16715,3
16720,3
16721,3
16722,3
16723,3
16724,3
16725,2
16727,3
16728,3
16729,3
16730,3
16731,3
16736,3
16737,3
16738,3
16739,3
16741,3
16742,3
16743,3
16744,3
16746,3
